,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
0,4,4,27,2165.44,2171.49,,,20.73045599999891,3.469544,0.002393330685680348,2024-03-25 09:00:00+00:00,2024-03-26 09:00:00+00:00,1 days 00:00:00,
1,4,27,50,2171.49,2177.67,,,21.240672000001165,3.4793279999999998,0.0024454029261015142,2024-03-26 09:00:00+00:00,2024-03-27 09:00:00+00:00,1 days 00:00:00,
2,4,50,73,2177.67,2198.63,,,80.33896000000014,3.5010400000000006,0.00922304114030144,2024-03-27 09:00:00+00:00,2024-03-28 09:00:00+00:00,1 days 00:00:00,
3,4,73,94,2198.63,2260.33,,,243.23283199999926,3.5671680000000006,0.027657317511359227,2024-03-28 09:00:00+00:00,2024-04-01 08:00:00+00:00,3 days 23:00:00,
4,4,94,117,2260.33,2256.67,,,-18.253599999999416,3.6136,-0.002018908743413477,2024-04-01 08:00:00+00:00,2024-04-02 08:00:00+00:00,1 days 00:00:00,
5,4,117,140,2256.67,2283.75,,,104.68766399999971,3.6323360000000005,0.011597582278312665,2024-04-02 08:00:00+00:00,2024-04-03 08:00:00+00:00,1 days 00:00:00,
6,4,140,163,2283.75,2298.8,,,56.533960000000725,3.6660400000000006,0.006188720306513537,2024-04-03 08:00:00+00:00,2024-04-04 08:00:00+00:00,1 days 00:00:00,
7,4,163,186,2298.8,2278.0,,,-86.86144000000073,3.6614400000000002,-0.009446389420567382,2024-04-04 08:00:00+00:00,2024-04-05 08:00:00+00:00,1 days 00:00:00,
8,4,186,209,2278.0,2342.18,,,253.02385599999934,3.696144,0.027768201931518875,2024-04-05 08:00:00+00:00,2024-04-08 08:00:00+00:00,3 days 00:00:00,
9,4,209,232,2342.18,2344.18,,,4.2509120000000005,3.7490879999999995,0.00045373455498712826,2024-04-08 08:00:00+00:00,2024-04-09 08:00:00+00:00,1 days 00:00:00,
10,4,232,255,2344.18,2356.21,,,44.3596880000008,3.760312,0.004730832103336941,2024-04-09 08:00:00+00:00,2024-04-10 08:00:00+00:00,1 days 00:00:00,
11,4,255,278,2356.21,2342.94,,,-56.83931999999993,3.7593200000000007,-0.0060307994618475904,2024-04-10 08:00:00+00:00,2024-04-11 08:00:00+00:00,1 days 00:00:00,
12,4,278,301,2342.94,2384.11,,,160.89836000000028,3.7816400000000003,0.017168425141062166,2024-04-11 08:00:00+00:00,2024-04-12 08:00:00+00:00,1 days 00:00:00,
13,4,301,324,2384.11,2356.61,,,-113.792576,3.7925760000000004,-0.011932395736773922,2024-04-12 08:00:00+00:00,2024-04-15 08:00:00+00:00,3 days 00:00:00,
14,4,324,347,2356.61,2386.1,,,114.16583199999913,3.794168,0.01211123520650412,2024-04-15 08:00:00+00:00,2024-04-16 08:00:00+00:00,1 days 00:00:00,
15,4,347,370,2386.1,2381.91,,,-20.57440800000022,3.814408,-0.0021556523196848824,2024-04-16 08:00:00+00:00,2024-04-17 08:00:00+00:00,1 days 00:00:00,
16,4,370,393,2381.91,2375.2,,,-30.645688000000145,3.805688,-0.0032165035622672864,2024-04-17 08:00:00+00:00,2024-04-18 08:00:00+00:00,1 days 00:00:00,
17,4,393,416,2375.2,2383.52,,,29.473024000000656,3.8069759999999997,0.0031021623442236534,2024-04-18 08:00:00+00:00,2024-04-19 08:00:00+00:00,1 days 00:00:00,
18,4,416,439,2383.52,2369.72,,,-59.002592000000725,3.8025919999999998,-0.006188598375511896,2024-04-19 08:00:00+00:00,2024-04-22 08:00:00+00:00,3 days 00:00:00,
19,4,439,462,2369.72,2305.47,,,-260.740152,3.740152,-0.027507485272521663,2024-04-22 08:00:00+00:00,2024-04-23 08:00:00+00:00,1 days 00:00:00,
20,4,462,485,2305.47,2326.65,,,81.01430400000116,3.705696,0.00878500956421045,2024-04-23 08:00:00+00:00,2024-04-24 08:00:00+00:00,1 days 00:00:00,
21,4,485,508,2326.65,2315.27,,,-49.233536000000434,3.7135360000000004,-0.005290174284916078,2024-04-24 08:00:00+00:00,2024-04-25 08:00:00+00:00,1 days 00:00:00,
